Adult Mortality,Alcohol,percentage expenditure,BMI,Polio,Diphtheria,HIV/AIDS,GDP,thinness 10-19 years,Income composition of resources,Schooling,Economic_health_index,Health_expenditure_ratio,Mortality_rate_ratio
218.0,4.96,191.495,23.1,87.0,87.0,0.1,0.235,1.0,0.669,11.5,7.694,18.219,3.028
159.0,3.65,0.0,61.1,93.0,93.0,0.1,0.174,2.8,0.688,13.1,9.013,32.888,2.65
271.0,0.01,73.524,18.6,58.0,62.0,0.1,0.061,17.5,0.476,10.0,4.76,133.657,3.151
257.0,4.49,7.884,54.8,99.0,99.0,0.7,0.064,3.0,0.669,13.3,8.898,88.011,32.125
199.0,11.64,132.723,54.9,95.0,94.0,0.1,0.718,2.2,0.798,15.6,12.449,6.848,11.024000000000001
157.0,3.65,0.0,53.4,88.0,87.0,0.1,0.174,2.7,0.675,12.3,8.302,32.888,157.0
229.0,0.01,28.782,21.7,75.0,75.0,1.2,0.046,1.7,0.444,6.5,2.886,93.675,19.083
121.0,5.11,160.84,57.0,91.0,91.0,0.1,0.363,1.7,0.747,15.0,11.205,17.977,121.0
175.0,0.03,0.697,21.3,7.0,71.0,0.1,0.001,2.5,0.514,7.3,3.752,1962.213,0.38
336.0,0.01,0.0,22.0,49.0,45.0,0.8,0.174,7.0,0.675,12.3,8.302,32.888,4.048
98.0,1.72,8.907,61.9,75.0,8.0,0.1,0.061,4.7,0.731,12.9,9.43,145.048,98.0
179.0,0.91,163.105,41.9,67.0,7.0,0.1,0.136,1.7,0.0,10.1,0.0,24.722,11.024000000000001
89.0,9.18,0.0,26.7,9.0,88.0,0.1,0.174,1.6,0.675,12.3,8.302,28.468,29.667
148.0,3.65,0.0,33.6,99.0,99.0,0.1,0.582,7.7,0.738,13.6,10.037,9.841,16.444
194.0,2.68,53.959,51.4,98.0,98.0,0.3,0.036,1.8,0.659,13.4,8.831,174.317,64.667
274.0,0.01,0.0,17.0,94.0,94.0,0.6,0.174,8.7,0.41,5.0,2.05,17.104,34.25
275.0,0.01,36.861,22.5,7.0,69.0,1.6,0.078,8.1,0.421,8.0,3.368,84.658,3.198
313.0,4.88,8.77,14.2,94.0,82.0,2.3,0.005,1.3,0.0,4.3,0.0,1513.497,3.517
172.0,0.24,0.0,55.5,97.0,97.0,0.1,0.174,3.1,0.651,11.9,7.747,27.665,2.646
189.0,0.21,70.271,15.4,82.0,82.0,0.2,0.047,17.0,0.492,10.1,4.969,136.171,5.4
28.0,0.1,20.269,14.6,44.0,41.0,1.6,0.021,12.3,0.266,3.0,0.798,290.411,0.231
289.0,1.13,38.558,14.9,63.0,54.0,2.4,0.032,11.2,0.378,7.6,2.873,132.005,1.07
214.0,0.01,8.353,27.4,52.0,64.0,1.2,0.012,8.7,0.484,7.6,3.678,269.07,17.833
251.0,0.33,62.22,18.7,73.0,73.0,0.7,0.064,11.8,0.401,5.9,2.366,84.095,5.705
139.0,0.01,0.0,48.5,95.0,95.0,0.1,0.174,7.4,0.687,11.4,7.832,37.881,4.344
179.0,4.14,369.632,26.4,88.0,88.0,0.1,0.396,7.9,0.683,12.5,8.538,10.701,11.024000000000001
27.0,0.33,21.237,2.5,9.0,84.0,0.5,0.119,13.0,0.526,9.1,4.787,15.758,0.443
231.0,0.4,3.824,15.2,86.0,78.0,0.5,0.022,13.3,0.445,7.7,3.427,90.178,2.484
45.0,9.23,22.482,16.9,31.0,29.0,4.9,0.038,14.3,0.0,7.6,0.0,75.121,0.048
229.0,0.38,8.416,13.2,57.0,57.0,0.1,0.047,12.0,0.484,10.2,4.937,28.074,76.333
19.0,0.02,18.845,16.4,65.0,62.0,0.1,0.053,22.2,0.445,5.3,2.358,52.34,0.038
175.0,10.16,152.637,51.4,99.0,99.0,0.1,0.167,4.0,0.703,11.5,8.084,25.941,35.0
19.0,0.01,707.145,6.7,94.0,94.0,0.1,0.72,1.8,0.799,15.1,12.065,8.935,11.024000000000001
13.0,4.12,0.0,15.3,97.0,97.0,0.1,0.174,14.4,0.662,12.2,8.076,39.947,0.361
234.0,0.04,0.0,37.9,69.0,69.0,0.1,0.174,13.7,0.493,8.6,4.24,30.993,5.2
237.0,9.66,0.0,49.1,93.0,92.0,0.1,0.174,3.0,0.675,12.3,8.302,10.79,237.0
295.0,7.08,76.199,46.8,99.0,99.0,0.1,0.53,2.4,0.747,14.3,10.682,7.04,32.778
263.0,1.64,225.222,26.1,91.0,91.0,1.3,0.158,6.9,0.554,10.9,6.039,30.523,4.534
221.0,4.42,0.1,18.7,77.0,79.0,0.1,0.0,1.0,0.625,11.4,7.125,38.497,2.483
124.0,10.13,0.0,55.9,99.0,99.0,0.1,0.174,1.3,0.822,15.0,12.33,48.843,11.024000000000001
139.0,2.15,558.721,72.9,6.0,65.0,0.1,0.395,0.2,0.693,12.9,8.94,14.692,11.024000000000001
144.0,0.01,295.117,54.6,95.0,95.0,0.1,0.468,5.6,0.74,16.0,11.84,9.823,48.0
255.0,0.01,170.963,21.3,93.0,92.0,2.9,0.134,7.8,0.546,11.1,6.061,42.81,3.228
115.0,3.92,49.34,49.4,98.0,95.0,0.1,0.274,3.6,0.679,12.1,8.216,24.418,115.0
247.0,8.34,9.075,18.9,93.0,97.0,1.3,0.062,6.3,0.464,10.2,4.733,125.032,12.35
192.0,0.26,12.805,23.8,85.0,89.0,0.3,0.015,9.7,0.483,9.1,4.395,308.591,7.111
248.0,1.99,17.054,42.9,81.0,81.0,0.3,0.123,3.4,0.456,6.8,3.101,68.448,2.638
67.0,10.3,579.133,61.5,92.0,92.0,0.1,0.342,0.7,0.91,20.3,18.473,24.703,33.5
167.0,3.76,211.114,43.5,99.0,99.0,2.3,0.36,2.0,0.69,11.7,8.073,13.497,167.0
146.0,3.35,0.0,31.8,99.0,93.0,0.1,0.174,5.0,0.675,12.3,8.302,32.888,18.25
287.0,3.21,53.308,23.1,82.0,83.0,5.9,0.054,8.0,0.405,8.9,3.605,123.352,41.0
362.0,0.01,263.211,24.7,49.0,49.0,3.9,0.323,1.1,0.521,10.0,5.21,11.379,0.477
345.0,3.65,47.445,42.9,5.0,45.0,3.6,0.119,3.4,0.417,4.9,2.043,22.084,8.625
127.0,0.55,27.443,57.8,95.0,95.0,0.1,0.022,3.9,0.73,13.8,10.074,399.066,31.75
278.0,1.28,7.615,22.0,77.0,75.0,1.8,0.008,8.1,0.444,9.1,4.04,521.082,7.128
4.0,5.03,73.033,23.3,79.0,8.0,7.4,0.095,6.9,0.456,8.3,3.785,49.892,0.043
38.0,2.16,2.527,19.0,65.0,6.0,4.6,0.003,9.6,0.0,7.4,0.0,1608.126,4.75
65.0,8.1,102.19,66.4,91.0,91.0,0.1,0.054,0.5,0.912,15.9,14.501,26.672,32.5
189.0,1.6,48.509,34.8,99.0,99.0,0.1,0.056,3.4,0.0,10.6,0.0,94.897,5.25
112.0,3.65,0.0,65.6,99.0,99.0,0.1,0.05,4.0,0.741,13.1,9.707,115.496,28.0
367.0,8.3,194.203,24.1,46.0,46.0,3.9,0.3,1.4,0.514,9.8,5.037,12.333,0.475
188.0,0.06,33.958,16.0,77.0,76.0,0.1,0.075,11.0,0.604,10.6,6.402,29.832,0.821
172.0,6.78,273.576,39.1,86.0,86.0,0.1,0.155,2.5,0.625,11.6,7.25,52.377,34.4
58.0,0.01,42.988,66.0,97.0,97.0,0.1,0.03,0.6,0.877,17.6,15.435,314.963,58.0
195.0,3.65,0.0,61.3,51.0,23.0,0.2,0.213,2.3,0.748,15.3,11.444,26.946,39.0
31.0,1.6,3.336,2.7,8.0,78.0,3.5,0.004,8.8,0.484,7.6,3.678,977.159,0.492
97.0,0.09,117.923,63.1,98.0,98.0,0.1,0.17,7.3,0.787,13.0,10.231,28.902,9.7
416.0,2.26,0.0,19.3,31.0,33.0,7.8,0.174,9.5,0.487,9.8,4.773,12.225,29.714
12.0,8.65,106.165,49.9,88.0,98.0,0.1,0.249,2.7,0.722,12.5,9.025,32.752,12.0
328.0,3.65,0.0,51.1,75.0,75.0,3.6,0.578,4.4,0.665,13.0,8.645,9.918,6.308
252.0,0.01,90.122,25.2,74.0,78.0,1.1,0.094,7.1,0.475,10.7,5.082,48.646,6.462
88.0,10.91,0.0,58.2,91.0,91.0,0.1,0.174,0.7,0.675,12.3,8.302,41.956,22.0
13.0,1.3,585.878,58.3,97.0,97.0,0.1,0.414,6.4,0.717,14.6,10.468,17.332,4.333
413.0,3.65,0.0,24.4,86.0,86.0,0.5,0.059,7.4,0.431,9.5,4.094,97.646,13.767
253.0,1.38,8.386,13.5,86.0,85.0,1.7,0.005,11.6,0.458,9.7,4.443,1367.779,10.542
362.0,0.01,11.302,18.7,44.0,37.0,2.9,0.012,8.7,0.39,7.3,2.847,290.716,4.641
166.0,11.93,0.0,39.0,91.0,91.0,0.2,0.174,4.4,0.686,12.3,8.438,35.585,11.024000000000001
394.0,5.22,0.962,23.8,78.0,81.0,7.2,0.001,6.7,0.456,8.2,3.739,4140.809,4.33
178.0,0.03,3.913,2.1,75.0,75.0,0.1,0.009,2.8,0.505,6.7,3.384,356.745,0.388
272.0,3.64,41.911,24.5,71.0,7.0,1.8,0.033,7.4,0.403,9.6,3.869,363.801,20.923
48.0,9.58,15.831,17.3,36.0,27.0,5.1,0.035,14.1,0.0,8.0,0.0,92.674,0.051
125.0,2.86,0.0,52.7,96.0,95.0,0.1,0.174,2.8,0.0,11.7,0.0,48.901,11.024000000000001
633.0,2.69,9.184,28.3,87.0,88.0,30.0,0.092,8.4,0.44,10.6,4.664,92.241,105.5
96.0,0.43,198.734,57.5,99.0,99.0,0.1,0.316,6.4,0.64,12.1,7.744,18.714,4.571
151.0,7.16,1158.065,4.1,99.0,99.0,0.1,0.975,3.5,0.0,0.0,0.0,4.644,11.024000000000001
138.0,0.01,63.803,73.8,79.0,77.0,0.1,0.045,0.1,0.717,14.4,10.325,100.09,11.024000000000001
134.0,0.01,493.415,56.7,98.0,98.0,0.1,0.936,5.5,0.752,15.4,11.581,2.682,44.667
285.0,3.82,0.0,25.0,69.0,82.0,3.5,0.174,8.0,0.558,10.7,5.971,16.013,28.5
268.0,1.44,55.595,13.1,69.0,69.0,1.9,0.036,11.6,0.445,9.3,4.139,186.533,10.308
186.0,1.47,24.994,35.9,99.0,99.0,0.2,0.038,3.3,0.6,11.0,6.6,142.3,5.812
287.0,2.79,0.0,22.8,96.0,96.0,3.0,0.174,8.6,0.426,8.6,3.664,34.15,47.833
249.0,3.65,0.0,28.6,88.0,88.0,0.7,0.136,6.2,0.575,11.4,6.555,42.081,4.788
24.0,0.01,147.455,76.2,92.0,94.0,0.1,0.177,0.1,0.581,11.9,6.914,7.762,11.024000000000001
229.0,7.56,536.233,43.2,93.0,93.0,0.4,0.344,5.6,0.624,10.3,6.427,19.747,229.0
386.0,6.61,9.697,12.8,71.0,8.0,5.2,0.013,9.0,0.268,4.5,1.206,370.16,9.415
148.0,3.64,25.623,48.1,94.0,92.0,0.9,0.046,1.9,0.714,12.5,8.925,105.505,148.0
8.0,5.59,134.355,62.3,94.0,94.0,0.1,0.114,0.8,0.779,13.8,10.75,59.926,11.024000000000001
99.0,2.92,171.66,24.1,87.0,87.0,0.1,0.175,5.0,0.634,10.6,6.72,26.559,0.253
15.0,7.84,11.567,44.7,95.0,95.0,0.1,0.074,3.8,0.741,15.8,11.708,85.694,11.024000000000001
67.0,10.49,703.553,61.3,96.0,96.0,0.1,0.524,0.3,0.902,18.6,16.777,15.453,11.024000000000001
135.0,1.29,93.501,44.6,83.0,82.0,0.1,0.126,6.7,0.589,10.1,5.949,39.085,12.273
251.0,0.01,87.408,24.6,73.0,77.0,1.2,0.092,7.2,0.466,10.3,4.8,50.16,6.436
199.0,13.94,1147.111,61.7,97.0,97.0,0.1,0.833,1.9,0.796,15.7,12.497,6.83,11.024000000000001
134.0,4.22,448.767,49.5,94.0,94.0,0.4,0.317,1.2,0.693,13.0,9.009,14.079,8.933
225.0,3.65,0.0,17.6,75.0,77.0,0.6,0.064,1.4,0.441,8.4,3.704,88.86,1.16
62.0,6.21,234.783,6.3,94.0,94.0,0.1,0.129,0.8,0.942,17.5,16.485,72.686,11.024000000000001
98.0,3.65,0.0,66.1,75.0,81.0,0.1,0.085,4.9,0.763,13.3,10.148,67.704,98.0
171.0,3.89,160.238,42.5,99.0,99.0,2.2,0.34,2.0,0.68,10.9,7.412,15.712,171.0
154.0,4.59,297.511,45.4,93.0,98.0,0.5,0.2,1.4,0.674,13.5,9.099,24.171,6.417
477.0,4.87,413.006,28.9,89.0,88.0,40.2,0.285,6.1,0.514,10.6,5.448,28.783,119.25
158.0,6.47,0.0,61.5,79.0,78.0,0.1,0.174,1.6,0.771,14.2,10.948,30.19,15.8
116.0,0.56,509.002,55.0,95.0,95.0,0.1,0.544,5.9,0.724,14.0,10.136,9.725,4.833
127.0,8.14,198.949,52.8,88.0,94.0,0.1,0.373,2.6,0.742,13.3,9.869,25.147,127.0
279.0,0.11,20.861,15.0,45.0,43.0,1.6,0.023,12.1,0.27,3.1,0.837,285.823,2.364
434.0,1.2,58.596,18.9,73.0,78.0,16.3,0.038,3.8,0.353,7.9,2.789,169.222,3.841
41.0,9.81,50.839,14.8,62.0,64.0,8.6,0.034,6.4,0.434,10.6,4.6,294.043,0.283
136.0,0.01,36.48,53.5,93.0,93.0,0.1,0.021,2.5,0.0,0.0,0.0,387.6,11.024000000000001
269.0,0.5,6.557,12.3,93.0,93.0,0.1,0.005,12.1,0.47,9.8,4.606,683.894,67.25
23.0,2.37,0.0,44.7,82.0,88.0,0.2,0.174,1.4,0.617,14.4,8.885,30.42,1.353
137.0,0.01,584.945,74.3,84.0,82.0,0.1,0.427,0.1,0.718,14.3,10.267,11.658,11.024000000000001
256.0,0.53,229.441,33.8,82.0,82.0,2.1,0.162,5.6,0.464,6.3,2.923,56.294,128.0
158.0,3.03,918.807,31.3,98.0,98.0,0.1,0.921,7.1,0.748,14.1,10.547,5.646,11.024000000000001
119.0,6.76,24.731,6.1,94.0,94.0,0.1,0.096,1.6,0.77,15.7,12.089,84.91,119.0
148.0,1.79,503.588,7.1,89.0,88.0,0.1,0.29,0.1,0.695,14.6,10.147,19.374,11.024000000000001
173.0,0.22,0.0,57.0,97.0,97.0,0.1,0.174,3.0,0.665,12.2,8.113,27.55,2.703
189.0,0.01,1.767,16.9,68.0,65.0,0.1,0.005,22.0,0.45,5.4,2.43,521.404,0.391
34.0,0.51,4.396,16.1,56.0,49.0,2.4,0.004,1.8,0.297,4.6,1.366,1814.133,0.309
77.0,11.92,405.448,6.5,96.0,96.0,0.1,0.265,0.6,0.837,15.8,13.225,30.591,38.5
142.0,0.01,0.0,32.4,99.0,93.0,0.1,0.174,4.9,0.675,12.3,8.302,32.888,17.75
184.0,6.85,549.81,46.3,98.0,97.0,0.3,0.426,3.5,0.7,12.7,8.89,13.626,11.024000000000001
48.0,3.83,42.089,19.2,67.0,65.0,2.2,0.029,9.3,0.341,7.8,2.66,427.611,1.021
142.0,0.01,0.0,46.2,99.0,99.0,0.1,0.174,7.6,0.674,11.9,8.021,30.936,3.838
34.0,1.44,39.083,22.0,85.0,85.0,2.6,0.056,7.1,0.457,11.5,5.256,92.775,1.619
212.0,0.76,18.195,72.8,86.0,86.0,0.1,0.115,0.2,0.576,12.1,6.97,16.757,11.024000000000001
227.0,3.65,0.0,24.2,92.0,91.0,0.8,0.073,6.7,0.498,11.1,5.528,78.801,113.5
298.0,8.75,11.054,32.4,81.0,82.0,8.9,0.019,6.8,0.651,12.4,8.072,131.669,99.333
349.0,2.59,196.915,21.7,7.0,78.0,5.6,0.174,6.5,0.554,12.3,6.814,28.282,8.116
91.0,5.79,348.056,53.5,98.0,98.0,0.1,0.412,1.5,0.721,12.2,8.796,14.056,91.0
115.0,3.06,17.461,2.5,86.0,85.0,0.1,0.096,5.9,0.583,9.5,5.538,47.954,0.189
146.0,0.01,29.134,54.0,93.0,93.0,0.1,0.037,5.6,0.736,15.8,11.629,122.071,48.667
191.0,0.06,72.016,19.7,78.0,72.0,0.1,0.159,1.8,0.632,10.9,6.889,18.335,0.985
441.0,1.23,13.776,18.0,97.0,97.0,11.2,0.051,6.7,0.444,10.6,4.706,228.252,8.82
162.0,0.01,62.294,24.7,72.0,72.0,0.1,0.132,19.4,0.542,7.8,4.228,19.811,0.367
298.0,2.08,0.0,19.1,86.0,87.0,2.5,0.174,9.8,0.392,7.0,2.744,21.523,49.667
397.0,6.75,31.936,14.9,89.0,89.0,7.7,0.024,6.9,0.371,8.2,3.042,264.839,9.452
189.0,10.68,0.0,56.7,93.0,92.0,0.1,0.174,2.6,0.783,12.2,9.553,32.256,11.024000000000001
362.0,10.03,116.203,16.3,79.0,8.0,8.0,0.059,6.0,0.473,10.9,5.156,188.462,3.042
284.0,0.1,13.358,13.6,41.0,34.0,1.5,0.016,12.8,0.253,2.8,0.708,388.459,2.219
355.0,4.54,1.727,14.8,93.0,99.0,3.4,0.002,8.0,0.309,7.2,2.225,805.206,9.861
149.0,0.54,23.372,26.0,98.0,98.0,0.1,0.044,9.8,0.715,11.6,8.294,76.539,29.8
146.0,4.45,978.07,52.8,92.0,92.0,0.1,0.544,2.3,0.683,12.2,8.333,12.167,9.125
71.0,10.37,0.0,66.0,95.0,95.0,0.1,0.174,0.8,0.675,12.3,8.302,52.345,17.75
175.0,10.68,0.0,51.5,92.0,92.0,0.1,0.174,2.7,0.675,12.3,8.302,68.128,175.0
21.0,2.39,0.0,4.1,96.0,95.0,0.1,0.174,3.3,0.629,12.4,7.8,38.971,5.25
99.0,1.32,140.377,65.4,75.0,81.0,0.1,0.817,4.8,0.763,13.3,10.148,7.818,99.0
148.0,0.01,115.278,32.8,98.0,97.0,0.1,0.115,7.0,0.769,14.7,11.304,41.676,11.024000000000001
279.0,0.01,8.201,25.0,87.0,87.0,4.5,0.006,7.5,0.415,9.1,3.776,1023.626,46.5
